-0.975,-0.475,-0.45,0.00025,0.833343235,0.229637067,0.109259046,2.259737961,1
-0.975,-0.475,-0.35,0.00025,0.847056214,0.258327246,0.098210953,2.032375848,1
-0.975,-0.475,-0.25,0.00025,0.842536562,0.259295574,0.045723005,1.951231683,1
-0.975,-0.475,-0.15,0.00025,0.83789518,0.257945269,0.038258856,1.940352973,1
-0.975,-0.475,-0.05,0.00025,0.837237388,0.257962125,0.023753048,1.87151844,1
-0.975,-0.475,0.05,0.00025,0.83730125,0.258125482,0.015610523,1.902180022,1
-0.975,-0.475,0.15,0.00025,0.837585537,0.259433289,-0.001001434,1.845522083,1
-0.975,-0.475,0.25,0.00025,0.842354774,0.260705741,-0.032805951,1.911556242,1
-0.975,-0.475,0.35,0.00025,0.847015457,0.259776651,-0.084943308,1.933237882,1
-0.975,-0.475,0.45,0.00025,0.832683578,0.229500292,-0.122394085,2.188887805,1
-0.975,-0.425,-0.45,0.00025,1.025033538,0.253342654,0.171043093,1.963177587,1
-0.975,-0.425,-0.35,0.00025,1.071876559,0.307096504,0.171742031,1.736867509,1
-0.975,-0.425,-0.25,0.00025,1.067037294,0.313256019,0.092591285,1.657218899,1
-0.975,-0.425,-0.15,0.00025,1.059438044,0.31227468,0.07895071,1.648085493,1
-0.975,-0.425,-0.05,0.00025,1.058393277,0.313306873,0.05306231,1.579433933,1
-0.975,-0.425,0.05,0.00025,1.058777492,0.314335868,0.035693894,1.610160318,1
-0.975,-0.425,0.15,0.00025,1.060383814,0.316893901,0.002311626,1.552288265,1
-0.975,-0.425,0.25,0.00025,1.068394646,0.31797479,-0.058223046,1.61672874,1
-0.975,-0.425,0.35,0.00025,1.073397016,0.311516179,-0.144454404,1.636704702,1
-0.975,-0.425,0.45,0.00025,1.024415515,0.253328782,-0.191063758,1.892390392,1
-0.975,-0.375,-0.45,0.00025,1.02703681,0.168340532,0.189464231,1.866565318,1
-0.975,-0.375,-0.35,0.00025,1.080954864,0.220803905,0.201458537,1.635698832,1
-0.975,-0.375,-0.25,0.00025,1.076748357,0.230273197,0.117928663,1.553506409,1
-0.975,-0.375,-0.15,0.00025,1.068518936,0.230096648,0.102540337,1.544875161,1
-0.975,-0.375,-0.05,0.00025,1.067487742,0.232378119,0.07271968,1.475189791,1
-0.975,-0.375,0.05,0.00025,1.068095314,0.233728763,0.050365224,1.50482297,1
-0.975,-0.375,0.15,0.00025,1.070356405,0.237434477,0.008009225,1.445405655,1
-0.975,-0.375,0.25,0.00025,1.079170885,0.23716899,-0.066891399,1.508862646,1
-0.975,-0.375,0.35,0.00025,1.083550542,0.226959236,-0.166408771,1.531373881,1
-0.975,-0.375,0.45,0.00025,1.026281836,0.167915459,-0.212217844,1.795283856,1
-0.975,-0.325,-0.45,0.00025,0.99701423,0.118590124,0.193338679,1.79007927,1
-0.975,-0.325,-0.35,0.00025,1.048351215,0.162365292,0.213275275,1.56176345,1
-0.975,-0.325,-0.25,0.00025,1.044388672,0.172838617,0.131983335,1.479609275,1
-0.975,-0.325,-0.15,0.00025,1.036211536,0.17370172,0.117431115,1.472308807,1
-0.975,-0.325,-0.05,0.00025,1.035262571,0.176840831,0.086511958,1.401634359,1
-0.975,-0.325,0.05,0.00025,1.036033618,0.178530435,0.061712871,1.431613421,1
-0.975,-0.325,0.15,0.00025,1.038562855,0.182107437,0.014298003,1.369708111,1
-0.975,-0.325,0.25,0.00025,1.047444194,0.180793115,-0.068473936,1.433115635,1
-0.975,-0.325,0.35,0.00025,1.051462272,0.169399803,-0.173223339,1.455551429,1
-0.975,-0.325,0.45,0.00025,0.995879083,0.11852909,-0.217794796,1.720033776,1
-0.975,-0.275,-0.45,0.00025,0.985517484,0.079548135,0.193693181,1.757663619,1
-0.975,-0.275,-0.35,0.00025,1.034269984,0.114475794,0.219088552,1.530891687,1
-0.975,-0.275,-0.25,0.00025,1.030440456,0.124573658,0.141243358,1.446492591,1
-0.975,-0.275,-0.15,0.00025,1.022372504,0.125868094,0.127955685,1.438747938,1
-0.975,-0.275,-0.05,0.00025,1.021617625,0.129551,0.097126064,1.366665524,1
-0.975,-0.275,0.05,0.00025,1.022480889,0.13109488,0.07069292,1.395278972,1
-0.975,-0.275,0.15,0.00025,1.025202243,0.134751752,0.019937416,1.332888581,1
-0.975,-0.275,0.25,0.00025,1.034031826,0.132619072,-0.067883823,1.395954767,1
-0.975,-0.275,0.35,0.00025,1.03802168,0.12163048,-0.175746644,1.420623592,1
-0.975,-0.275,0.45,0.00025,0.984293118,0.079662751,-0.219805688,1.686677961,1
-0.975,-0.225,-0.45,0.00025,0.979049835,0.056056522,0.192203801,1.73263593,1
-0.975,-0.225,-0.35,0.00025,1.026083026,0.082857027,0.22102911,1.509051916,1
-0.975,-0.225,-0.25,0.00025,1.022195205,0.09162944,0.146358119,1.425129435,1
-0.975,-0.225,-0.15,0.00025,1.014230501,0.093097101,0.135001276,1.418700282,1
-0.975,-0.225,-0.05,0.00025,1.013581019,0.096714908,0.104695654,1.345244208,1
-0.975,-0.225,0.05,0.00025,1.014483672,0.098132424,0.077804733,1.374769144,1
-0.975,-0.225,0.15,0.00025,1.017343578,0.101264205,0.025101125,1.309586562,1
-0.975,-0.225,0.25,0.00025,1.026066551,0.09896763,-0.066080901,1.373435354,1
-0.975,-0.225,0.35,0.00025,1.030063249,0.089434648,-0.175505953,1.397414019,1
-0.975,-0.225,0.45,0.00025,0.977514652,0.056395927,-0.219911955,1.663086716,1
-0.975,-0.175,-0.45,0.00025,0.976728975,0.038008172,0.190852513,1.719148062,1
-0.975,-0.175,-0.35,0.00025,1.022789387,0.05784551,0.222232144,1.497486358,1
-0.975,-0.175,-0.25,0.00025,1.019014505,0.065023766,0.150293666,1.41205453,1
-0.975,-0.175,-0.15,0.00025,1.01112607,0.066426754,0.140288597,1.405025222,1
-0.975,-0.175,-0.05,0.00025,1.010629316,0.069694573,0.110655009,1.330486985,1
-0.975,-0.175,0.05,0.00025,1.011587674,0.070895381,0.083143831,1.358751848,1
-0.975,-0.175,0.15,0.00025,1.014502678,0.073498789,0.028968529,1.293839001,1
-0.975,-0.175,0.25,0.00025,1.023182751,0.071364285,-0.064460164,1.357396652,1
-0.975,-0.175,0.35,0.00025,1.027221666,0.063632408,-0.175179654,1.382813408,1
-0.975,-0.175,0.45,0.00025,0.975213928,0.038611314,-0.219833176,1.648553055,1
-0.975,-0.125,-0.45,0.00025,0.975713998,0.024975179,0.189515234,1.709441235,1
-0.975,-0.125,-0.35,0.00025,1.021247284,0.038524354,0.222316165,1.489738602,1
-0.975,-0.125,-0.25,0.00025,1.017416023,0.043571833,0.15216284,1.404886134,1
-0.975,-0.125,-0.15,0.00025,1.009556564,0.044538215,0.143623296,1.398957541,1
-0.975,-0.125,-0.05,0.00025,1.009134551,0.047072513,0.114552782,1.323306254,1
-0.975,-0.125,0.05,0.00025,1.010088785,0.047820895,0.087134907,1.352544674,1
-0.975,-0.125,0.15,0.00025,1.013133976,0.049948881,0.032186394,1.285326208,1
-0.975,-0.125,0.25,0.00025,1.021751441,0.048209613,-0.062881742,1.349690367,1
-0.975,-0.125,0.35,0.00025,1.025828951,0.04277846,-0.174310423,1.374226035,1
-0.975,-0.125,0.45,0.00025,0.974049255,0.025384466,-0.219625288,1.639830945,1
-0.975,-0.075,-0.45,0.00025,0.975235348,0.014013435,0.188709093,1.704076504,1
-0.975,-0.075,-0.35,0.00025,1.020467548,0.021953587,0.222551722,1.485369318,1
-0.975,-0.075,-0.25,0.00025,1.01671034,0.025171761,0.153702138,1.399749306,1
-0.975,-0.075,-0.15,0.00025,1.008878827,0.025936785,0.14590651,1.393436381,1
-0.975,-0.075,-0.05,0.00025,1.008532057,0.027532486,0.117283257,1.317245846,1
-0.975,-0.075,0.05,0.00025,1.00951665,0.028166937,0.089642311,1.345718268,1
-0.975,-0.075,0.15,0.00025,1.012578515,0.029267735,0.034101448,1.27885816,1
-0.975,-0.075,0.25,0.00025,1.021188659,0.028251715,-0.061899435,1.34300114,1
-0.975,-0.075,0.35,0.00025,1.025285723,0.024803992,-0.173922719,1.368260345,1
-0.975,-0.075,0.45,0.00025,0.97360541,0.014513553,-0.219487379,1.633799904,1
-0.975,-0.025,-0.45,0.00025,0.975092445,0.004558538,0.188243283,1.701434561,1
-0.975,-0.025,-0.35,0.00025,1.020195942,0.007125696,0.22247014,1.483363662,1
-0.975,-0.025,-0.25,0.00025,1.01640688,0.008022004,0.154160632,1.398004079,1
-0.975,-0.025,-0.15,0.00025,1.008572743,0.008110259,0.146897284,1.392135724,1
-0.975,-0.025,-0.05,0.00025,1.008253969,0.008679355,0.118488528,1.315519221,1
-0.975,-0.025,0.05,0.00025,1.009227363,0.008695351,0.090944036,1.344415124,1
-0.975,-0.025,0.15,0.00025,1.012363984,0.009352758,0.035200463,1.276623513,1
-0.975,-0.025,0.25,0.00025,1.020955507,0.008911275,-0.061322494,1.341094725,1
-0.975,-0.025,0.35,0.00025,1.025073694,0.007951411,-0.173570873,1.365957653,1
-0.975,-0.025,0.45,0.00025,0.973424355,0.004567893,-0.219422198,1.631489228,1
-0.975,0.025,-0.45,0.00025,0.975092445,-0.004558538,0.188243283,1.701434561,1
-0.975,0.025,-0.35,0.00025,1.020195942,-0.007125696,0.22247014,1.483363662,1
-0.975,0.025,-0.25,0.00025,1.01640688,-0.008022004,0.154160632,1.398004079,1
-0.975,0.025,-0.15,0.00025,1.008572743,-0.008110259,0.146897284,1.392135724,1
-0.975,0.025,-0.05,0.00025,1.008253969,-0.008679355,0.118488528,1.315519221,1
-0.975,0.025,0.05,0.00025,1.009227363,-0.008695351,0.090944036,1.344415124,1
-0.975,0.025,0.15,0.00025,1.012363984,-0.009352758,0.035200463,1.276623513,1
-0.975,0.025,0.25,0.00025,1.020955507,-0.008911275,-0.061322494,1.341094725,1
-0.975,0.025,0.35,0.00025,1.025073694,-0.007951411,-0.173570873,1.365957653,1
-0.975,0.025,0.45,0.00025,0.973424355,-0.004567893,-0.219422198,1.631489228,1
-0.975,0.075,-0.45,0.00025,0.975235348,-0.014013435,0.188709093,1.704076504,1
-0.975,0.075,-0.35,0.00025,1.020467548,-0.021953587,0.222551722,1.485369318,1
-0.975,0.075,-0.25,0.00025,1.01671034,-0.025171761,0.153702138,1.399749306,1
-0.975,0.075,-0.15,0.00025,1.008878827,-0.025936785,0.14590651,1.393436381,1
-0.975,0.075,-0.05,0.00025,1.008532057,-0.027532486,0.117283257,1.317245846,1
-0.975,0.075,0.05,0.00025,1.00951665,-0.028166936,0.089642311,1.345718268,1
-0.975,0.075,0.15,0.00025,1.012578515,-0.029267735,0.034101448,1.27885816,1
-0.975,0.075,0.25,0.00025,1.021188659,-0.028251714,-0.061899435,1.34300114,1
-0.975,0.075,0.35,0.00025,1.025285723,-0.024803992,-0.173922719,1.368260345,1
-0.975,0.075,0.45,0.00025,0.97360541,-0.014513553,-0.219487379,1.633799904,1
-0.975,0.125,-0.45,0.00025,0.975713998,-0.024975179,0.189515234,1.709441235,1
-0.975,0.125,-0.35,0.00025,1.021247284,-0.038524354,0.222316165,1.489738602,1
-0.975,0.125,-0.25,0.00025,1.017416023,-0.043571833,0.15216284,1.404886134,1
-0.975,0.125,-0.15,0.00025,1.009556564,-0.044538215,0.143623296,1.398957541,1
-0.975,0.125,-0.05,0.00025,1.009134551,-0.047072513,0.114552782,1.323306254,1
-0.975,0.125,0.05,0.00025,1.010088785,-0.047820895,0.087134907,1.352544674,1
-0.975,0.125,0.15,0.00025,1.013133976,-0.049948881,0.032186394,1.285326208,1
