-1.475,-0.475,1,0.809403869,0.236023417,1.657911509,1
-1.475,-0.425,1,1.02834391,0.28876521,1.389785868,1
-1.475,-0.375,1,1.044148549,0.214520079,1.29279716,1
-1.475,-0.325,1,1.022473247,0.166997161,1.23324959,1
-1.475,-0.275,1,1.013231296,0.130584082,1.199754048,1
-1.475,-0.225,1,1.00785002,0.104765324,1.181258945,1
-1.475,-0.175,1,1.005832615,0.08410802,1.165728914,1
-1.475,-0.125,1,1.004914741,0.065448648,1.157767091,1
-1.475,-0.075,1,1.004664812,0.048307178,1.149994344,1
-1.475,-0.025,1,1.004777723,0.030365652,1.146734313,1
-1.475,0.025,1,1.005113819,0.012184561,1.144630292,1
-1.475,0.075,1,1.005691269,-0.008214403,1.145469919,1
-1.475,0.125,1,1.006473449,-0.029941175,1.149776791,1
-1.475,0.175,1,1.007801299,-0.054975487,1.156542401,1
-1.475,0.225,1,1.009967957,-0.082880457,1.170540474,1
-1.475,0.275,1,1.015265547,-0.116295554,1.189702505,1
-1.475,0.325,1,1.024126012,-0.159331803,1.223953504,1
-1.475,0.375,1,1.045126221,-0.212121316,1.285514765,1
-1.475,0.425,1,1.02852918,-0.288849685,1.384566677,1
-1.475,0.475,1,0.808834268,-0.236614645,1.653643609,1
-1.425,-0.475,1,0.574952936,0.12190414,1.323744477,1
-1.425,-0.425,1,0.94722328,0.27694642,1.312409868,1
-1.425,-0.375,1,1.050206426,0.330013056,1.263370713,1
-1.425,-0.325,1,1.058484254,0.318203267,1.233353464,1
-1.425,-0.275,1,1.053653868,0.286324047,1.204248845,1
-1.425,-0.225,1,1.046164032,0.246627753,1.187962111,1
-1.425,-0.175,1,1.041477169,0.206778387,1.172343307,1
-1.425,-0.125,1,1.038957042,0.1657052,1.164357432,1
-1.425,-0.075,1,1.038630058,0.124835116,1.156636411,1
-1.425,-0.025,1,1.039850755,0.081219032,1.153583639,1
-1.425,0.025,1,1.042528626,0.035846349,1.151928475,1
-1.425,0.075,1,1.046114798,-0.013997666,1.153255129,1
-1.425,0.125,1,1.05072128,-0.066581969,1.15823284,1
-1.425,0.175,1,1.056005024,-0.123841562,1.165403796,1
-1.425,0.225,1,1.062076228,-0.18233358,1.179745956,1
-1.425,0.275,1,1.06888038,-0.241521366,1.196570744,1
-1.425,0.325,1,1.07136061,-0.291032475,1.226110139,1
-1.425,0.375,1,1.058898159,-0.317260108,1.257600514,1
-1.425,0.425,1,0.951152451,-0.273030027,1.308097745,1
-1.425,0.475,1,0.574803572,-0.121799688,1.320397514,1
-1.375,-0.475,1,0.380964643,0.06946648,1.259357617,1
-1.375,-0.425,1,0.820234993,0.216168863,1.263723925,1
-1.375,-0.375,1,1.002891702,0.312741449,1.233565992,1
-1.375,-0.325,1,1.066162256,0.341674134,1.216673102,1
-1.375,-0.275,1,1.084806811,0.336402704,1.194982417,1
-1.375,-0.225,1,1.087395681,0.308879409,1.183547189,1
-1.375,-0.175,1,1.086755167,0.271660877,1.170448985,1
-1.375,-0.125,1,1.086858012,0.226491408,1.164187816,1
-1.375,-0.075,1,1.08915098,0.177174569,1.157235686,1
-1.375,-0.025,1,1.09376649,0.122059175,1.154854263,1
-1.375,0.025,1,1.100330517,0.063158196,1.153148446,1
-1.375,0.075,1,1.108119587,-0.00127973,1.154510548,1
-1.375,0.125,1,1.116317345,-0.068175803,1.158586989,1
-1.375,0.175,1,1.123552911,-0.137692423,1.16459505,1
-1.375,0.225,1,1.127647761,-0.203173565,1.176218958,1
-1.375,0.275,1,1.123964441,-0.260513399,1.188560627,1
-1.375,0.325,1,1.099864753,-0.293442197,1.210484249,1
-1.375,0.375,1,1.027123773,-0.287887598,1.229182931,1
-1.375,0.425,1,0.83306876,-0.207218125,1.260842625,1
-1.375,0.475,1,0.383214875,-0.0686446,1.258216001,1
-1.325,-0.475,1,0.291907399,0.028501131,1.193632132,1
-1.325,-0.425,1,0.703948312,0.141042041,1.214045054,1
-1.325,-0.375,1,0.924701155,0.245482685,1.203265922,1
-1.325,-0.325,1,1.034822999,0.302890179,1.19989616,1
-1.325,-0.275,1,1.086448594,0.325918443,1.186022107,1
-1.325,-0.225,1,1.110905859,0.319492722,1.179581769,1
-1.325,-0.175,1,1.123865169,0.29609587,1.169373452,1
-1.325,-0.125,1,1.13344335,0.258391741,1.164707229,1
-1.325,-0.075,1,1.143062292,0.211978695,1.158921584,1
-1.325,-0.025,1,1.153867128,0.156466801,1.156837007,1
-1.325,0.025,1,1.165867531,0.0951477,1.155512541,1
-1.325,0.075,1,1.177448797,0.027492712,1.156348373,1
-1.325,0.125,1,1.187133974,-0.041937836,1.159936188,1
