-1.475,-0.475,1,0.8,0.707127692,0.134726637,2.227153533,1
-1.475,-0.425,1,0.8,0.827659874,0.115702824,1.926870252,1
-1.475,-0.375,1,0.8,0.821806707,0.053471814,1.839835313,1
-1.475,-0.325,1,0.8,0.807137992,0.031571434,1.772354228,1
-1.475,-0.275,1,0.8,0.803609296,0.018539354,1.742619981,1
-1.475,-0.225,1,0.8,0.801560093,0.013604342,1.716333503,1
-1.475,-0.175,1,0.8,0.801110321,0.010033144,1.699662249,1
-1.475,-0.125,1,0.8,0.800694724,0.008329673,1.684982243,1
-1.475,-0.075,1,0.8,0.800687515,0.006667865,1.673028684,1
-1.475,-0.025,1,0.8,0.800545792,0.005664325,1.663907663,1
-1.475,0.025,1,0.8,0.800691203,0.004224778,1.654729935,1
-1.475,0.075,1,0.8,0.800682105,0.002968606,1.650461466,1
-1.475,0.125,1,0.8,0.800953678,0.000811985,1.644872461,1
-1.475,0.175,1,0.8,0.801212663,-0.001543928,1.647784231,1
-1.475,0.225,1,0.8,0.801860621,-0.005932667,1.648997748,1
-1.475,0.275,1,0.8,0.803774227,-0.011693956,1.666203846,1
-1.475,0.325,1,0.8,0.807455297,-0.025686137,1.683070676,1
-1.475,0.375,1,0.8,0.822136879,-0.048549558,1.74460265,1
-1.475,0.425,1,0.8,0.828299827,-0.112424833,1.821482949,1
-1.475,0.475,1,0.8,0.707673229,-0.133996459,2.120727035,1
-1.425,-0.475,1,0,0.558734193,0.098249012,1.882223924,1
-1.425,-0.425,1,0,0.838902614,0.151143082,1.849579292,1
-1.425,-0.375,1,0,0.860776965,0.117283327,1.80281283,1
-1.425,-0.325,1,0,0.830984712,0.08116142,1.763324029,1
-1.425,-0.275,1,0,0.816122749,0.055227204,1.737160286,1
-1.425,-0.225,1,0,0.808079035,0.040993174,1.714167603,1
-1.425,-0.175,1,0,0.804581041,0.030977254,1.697893983,1
-1.425,-0.125,1,0,0.802963747,0.025342274,1.683952954,1
-1.425,-0.075,1,0,0.801935476,0.020338221,1.671901337,1
-1.425,-0.025,1,0,0.802027256,0.016928952,1.663091146,1
-1.425,0.025,1,0,0.80196997,0.012598224,1.653591888,1
-1.425,0.075,1,0,0.803072874,0.008434757,1.649424678,1
-1.425,0.125,1,0,0.803907767,0.00201908,1.643341692,1
-1.425,0.175,1,0,0.806478988,-0.005587125,1.645918375,1
-1.425,0.225,1,0,0.80964318,-0.017929624,1.646272041,1
-1.425,0.275,1,0,0.818307522,-0.03471665,1.660514009,1
-1.425,0.325,1,0,0.832917513,-0.063446994,1.673440751,1
-1.425,0.375,1,0,0.863697409,-0.103001079,1.707025852,1
-1.425,0.425,1,0,0.84327087,-0.142400468,1.743201972,1
-1.425,0.475,1,0,0.562566099,-0.096588253,1.775537716,1
-1.375,-0.475,1,0,0.409867612,0.063394049,1.781755955,1
-1.375,-0.425,1,0,0.808625559,0.146416819,1.777260966,1
-1.375,-0.375,1,0,0.891788369,0.145726586,1.756675166,1
-1.375,-0.325,1,0,0.869194115,0.112994724,1.736127927,1
-1.375,-0.275,1,0,0.843777542,0.08271417,1.719886614,1
-1.375,-0.225,1,0,0.825810044,0.062704056,1.703513873,1
-1.375,-0.175,1,0,0.816761221,0.048830217,1.691464352,1
-1.375,-0.125,1,0,0.811333757,0.040353775,1.679182534,1
-1.375,-0.075,1,0,0.809100837,0.033375011,1.669115769,1
-1.375,-0.025,1,0,0.808285788,0.028200596,1.659550592,1
-1.375,0.025,1,0,0.809185397,0.021991346,1.650743413,1
-1.375,0.075,1,0,0.81126125,0.015536118,1.644161136,1
-1.375,0.125,1,0,0.81497556,0.005993184,1.637533296,1
-1.375,0.175,1,0,0.821161367,-0.005730527,1.635731675,1
-1.375,0.225,1,0,0.830990146,-0.023748566,1.633251131,1
-1.375,0.275,1,0,0.849291597,-0.047811145,1.638723217,1
-1.375,0.325,1,0,0.875739726,-0.083353233,1.642487193,1
-1.375,0.375,1,0,0.901090353,-0.122456419,1.655327538,1
-1.375,0.425,1,0,0.821887001,-0.133932055,1.6653562,1
-1.375,0.475,1,0,0.419563077,-0.061261177,1.670313795,1
-1.325,-0.475,1,0,0.334334882,0.02800479,1.692869225,1
-1.325,-0.425,1,0,0.756570078,0.110327552,1.710644756,1
-1.325,-0.375,1,0,0.89419906,0.13849625,1.710437835,1
-1.325,-0.325,1,0,0.893997127,0.122556873,1.707487494,1
-1.325,-0.275,1,0,0.866413417,0.097799001,1.69928669,1
-1.325,-0.225,1,0,0.841962989,0.07770609,1.690816172,1
-1.325,-0.175,1,0,0.826931322,0.062888323,1.680990533,1
-1.325,-0.125,1,0,0.818418953,0.05345115,1.672486641,1
-1.325,-0.075,1,0,0.814088655,0.045588383,1.661866047,1
-1.325,-0.025,1,0,0.81341092,0.039614364,1.654120011,1
-1.325,0.025,1,0,0.814634448,0.032283864,1.643042489,1
-1.325,0.075,1,0,0.819071036,0.024343126,1.636859979,1
-1.325,0.125,1,0,0.825174413,0.012875914,1.626591585,1
-1.325,0.175,1,0,0.836220738,-0.001529959,1.623195357,1
